Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P_value_adjusted
FAM110C	Mixed		355.6008819	0.013103606	0.131119882	0.099936072	0.920395078	0.999677189
OLAH	Tissue enriched	testis: 46.0	1.706989325	0.076526859	0.765935615	0.099912913	0.920413464	0.999677189
KCNJ4	Group enriched	cerebral cortex: 40.9;heart muscle: 11.4	11.07137986	0.042717776	0.427802118	0.099854053	0.920460194	0.999677189
RAB40AL	Not detected		0.485093336	-0.142644925	1.429686936	-0.099773539	0.920524116	NA
TMEM205	Expressed in all		1586.123804	0.015755859	0.15794989	0.099752261	0.920541009	0.999677189
GRPR	Tissue enhanced	pancreas: 4.2	0.251283002	-0.21785875	2.184201024	-0.099742994	0.920548366	NA
XKR7	Tissue enriched	cerebral cortex: 3.6	0.197390242	-0.15749153	1.580041506	-0.099675565	0.9206019	NA
RP13-210D15.4	Tissue enriched	testis: 11.8	0.09204286	-0.31751593	3.188227119	-0.099590123	0.920669736	NA
RAB9A	Expressed in all		274.8361216	0.010783701	0.108303611	0.099569175	0.920686367	0.999677189
PIGA	Mixed		98.7608098	-0.027121768	0.272622412	-0.099484733	0.920753409	0.999677189
BDKRB1	Tissue enhanced	gallbladder: 18.2	1.76319971	0.079678296	0.800958518	0.09947868	0.920758215	0.999677189
DNMT1	Expressed in all		130.5765666	0.03017954	0.303394707	0.099472862	0.920762834	0.999677189
LRRC74B	Tissue enhanced	fallopian tube: 6.0;testis: 1.9	0.075807206	0.446418172	4.489419855	0.099437831	0.920790647	NA
CNMD	Tissue enhanced	salivary gland: 3.0;testis: 3.5;thyroid gland: 5.8	0.092162999	-0.317522882	3.195747249	-0.099357946	0.920854072	NA
TOX4	Expressed in all		78.82445896	0.041533829	0.418246653	0.099304629	0.920896403	0.999677189
SPATA6L	Tissue enhanced	fallopian tube: 5.8;testis: 6.4	33.20585907	-0.028114395	0.28313938	-0.099295247	0.920903852	0.999677189
PEX5	Expressed in all		778.5604295	0.010291373	0.103686453	0.099254747	0.920936008	0.999677189
MINDY1	Expressed in all		319.745083	-0.010775417	0.108689611	-0.09913935	0.92102763	0.999677189
BCR	Mixed		393.6013288	-0.015292646	0.15427156	-0.099128097	0.921036564	0.999677189
GSS	Expressed in all		469.4715872	-0.009265921	0.09349378	-0.099107352	0.921053035	0.999677189
CDH19	Mixed		121.6024404	0.025434778	0.256668715	0.099095746	0.92106225	0.999677189
HPCAL1	Expressed in all		404.303502	0.015175937	0.153148596	0.099092893	0.921064515	0.999677189
LRRC41	Expressed in all		472.0473264	-0.014520237	0.146559569	-0.099073958	0.921079549	0.999677189
GRM4	Tissue enhanced	cerebral cortex: 2.9	0.094774423	-0.317530651	3.205548781	-0.099056565	0.921093359	NA
JMJD7	Expressed in all		34.02516444	-0.019090836	0.192748089	-0.099045525	0.921102124	0.999677189
CREB1	Expressed in all		485.0847715	0.011470544	0.115886003	0.098981276	0.921153136	0.999677189
PGM1	Expressed in all		4464.448871	-0.014438295	0.14587164	-0.098979454	0.921154583	0.999677189
CRABP2	Tissue enriched	esophagus: 1042.5	3.10667894	0.062387482	0.630366978	0.098970099	0.921162011	0.999677189
ZNF449	Expressed in all		68.65008866	0.013831941	0.140131279	0.098707018	0.921370897	0.999677189
BAIAP2	Expressed in all		518.1071156	0.022003666	0.223173224	0.09859456	0.92146019	0.999677189
F2RL3	Mixed		9.547589003	0.054050682	0.548486975	0.098545061	0.921499493	0.999677189
GNPNAT1	Expressed in all		2342.602524	-0.013239336	0.134366069	-0.09853184	0.92150999	0.999677189
C1orf167	Tissue enriched	testis: 14.7	2.647923657	0.083669371	0.850386836	0.098389776	0.921622793	0.999677189
HMP19	Tissue enriched	cerebral cortex: 288.5	0.852289935	-0.084270809	0.856744916	-0.09836161	0.921645158	0.999677189
RNF151	Tissue enriched	testis: 73.0	0.128059825	-0.296768724	3.019029106	-0.098299391	0.921694561	NA
SPG11	Expressed in all		786.2945564	0.010593512	0.107777302	0.098290748	0.921701425	0.999677189
OVCH2	Tissue enriched	epididymis: 205.6	0.024987789	-0.441225963	4.489343841	-0.098282952	0.921707615	NA
ANXA7	Expressed in all		1933.271867	-0.009981164	0.101643637	-0.098197628	0.921775366	0.999677189
LRRFIP2	Expressed in all		652.9697571	-0.009271596	0.094470162	-0.098143119	0.921818648	0.999677189
WNT1	Tissue enhanced	cerebral cortex: 1.3	0.092776183	0.312256215	3.18350304	0.098085729	0.92186422	NA
SLC25A30	Expressed in all		734.3640672	-0.013050519	0.133148165	-0.098015009	0.921920375	0.999677189
THAP7	Expressed in all		216.4907525	0.016578033	0.169303851	0.097918816	0.921996759	0.999677189
CLEC10A	Mixed		101.5928664	-0.023405727	0.239038854	-0.097915996	0.921998998	0.999677189
PSMC1	Expressed in all		1070.547393	-0.00854453	0.087354192	-0.097814764	0.922079384	0.999677189
MLC1	Tissue enriched	cerebral cortex: 180.8	7.803520245	0.038769085	0.396408652	0.097800804	0.922090469	0.999677189
SORCS1	Tissue enhanced	cerebral cortex: 12.2;thyroid gland: 18.1	1.623728065	-0.074639387	0.764629768	-0.097615069	0.922237959	0.999677189
GTPBP3	Expressed in all		112.7315859	0.018724991	0.191841524	0.097606557	0.922244718	0.999677189
ENDOV	Expressed in all		164.2066879	-0.013260737	0.136030055	-0.097483877	0.922342137	0.999677189
DLX1	Tissue enhanced	adrenal gland: 1.6;cerebral cortex: 5.0	0.43600572	0.141235204	1.449646947	0.097427311	0.922387057	NA
LIPG	Group enriched	placenta: 214.4;thyroid gland: 403.2	1657.893629	-0.017324476	0.177979645	-0.097339647	0.922456672	0.999677189
REG4	Group enriched	colon: 215.7;duodenum: 239.5;rectum: 299.4;small intestine: 664.5	1.104695831	0.073145794	0.751964907	0.097272882	0.922509691	0.999677189
IGFL4	Tissue enhanced	skin: 8.2	0.095592445	-0.277458392	2.853969451	-0.097218417	0.922552943	NA
RP11-717K11.2	Mixed		0.664698523	0.43478832	4.481929979	0.097009173	0.92271911	NA
RGPD1	Group enriched	"cervix, uterine: 11.8;placenta: 9.0;testis: 24.5"	70.12499051	-0.067403634	0.695047545	-0.096977012	0.92274465	0.999677189
SRP68	Expressed in all		412.9490134	-0.022367911	0.230669196	-0.096969647	0.922750499	0.999677189
FKBP4	Expressed in all		1134.229437	-0.013893525	0.143310161	-0.096947245	0.92276829	0.999677189
STAC3	Tissue enriched	skeletal muscle: 802.4	30.81268723	-0.021414137	0.220914833	-0.096933902	0.922778886	0.999677189
CIAO1	Expressed in all		888.9428119	0.007012596	0.072434325	0.096813168	0.922874767	0.999677189
C19orf73	Mixed		11.83054361	-0.027056804	0.279577566	-0.096777451	0.922903131	0.999677189
MSX2	Tissue enhanced	placenta: 47.8	1.48912543	0.07561152	0.781416204	0.096762161	0.922915274	0.999677189
CALM2	Expressed in all		3953.34561	0.009832026	0.101611894	0.096760578	0.922916532	0.999677189
NRP2	Mixed		286.4644295	-0.023030996	0.238659527	-0.096501473	0.923122304	0.999677189
HOXC11	Tissue enhanced	skin: 2.2	0.073144682	-0.317597461	3.292287997	-0.096467096	0.923149606	NA
CD36	Expressed in all		1822.121846	-0.019926967	0.206808948	-0.09635447	0.923239052	0.999677189
RAB3IL1	Mixed		149.964388	0.019812764	0.205897991	0.096226116	0.92334099	0.999677189
C1QTNF6	Tissue enhanced	endometrium: 52.3;placenta: 41.4	138.2609447	0.016506029	0.171554372	0.096214566	0.923350163	0.999677189
OR6J1	Not detected		0.050550303	-0.43186373	4.489361899	-0.09619713	0.92336401	NA
SCN10A	Not detected		0.032147892	-0.431863263	4.489361894	-0.096197026	0.923364093	NA
MRPL16	Expressed in all		572.5743398	-0.007484488	0.077814642	-0.096183543	0.923374801	0.999677189
ALPK3	Tissue enhanced	heart muscle: 32.8;parathyroid gland: 36.2;skeletal muscle: 47.6	85.28869578	0.02655829	0.276179534	0.096163137	0.923391007	0.999677189
NDUFA5	Expressed in all		1443.131143	0.011299702	0.117614652	0.096073929	0.923461857	0.999677189
ZAR1L	Not detected		0.095963865	0.251775435	2.623527612	0.095968281	0.923545764	NA
FAAH	Expressed in all		432.4043448	0.016375387	0.171315478	0.095586148	0.923849267	0.999677189
OTUD4	Expressed in all		773.7896044	0.008863222	0.092730736	0.095580201	0.923853991	0.999677189
HMGB2	Expressed in all		249.9635423	-0.015219425	0.159316471	-0.095529515	0.923894248	0.999677189
ATG4C	Expressed in all		235.0094255	0.012779382	0.133799024	0.09551177	0.923908342	0.999677189
TOP1MT	Expressed in all		211.7683215	-0.016029598	0.167876863	-0.095484261	0.923930191	0.999677189
LYPD3	Group enriched	esophagus: 673.8;skin: 593.4	6.455946409	0.039794194	0.416976146	0.095435181	0.923969173	0.999677189
TMPRSS7	Tissue enhanced	testis: 2.5	0.166409073	-0.170355484	1.785430441	-0.095414237	0.923985808	NA
C18orf32	Expressed in all		1161.578716	-0.010985226	0.115146993	-0.095401759	0.923995719	0.999677189
NOL12	Expressed in all		58.10635436	0.016472485	0.17285151	0.095298474	0.924077755	0.999677189
LYSMD1	Mixed		111.257655	0.011227023	0.117839311	0.095274003	0.924097191	0.999677189
LCN2	Tissue enhanced	bone marrow: 1852.1;gallbladder: 3419.4	128.1103225	0.050228957	0.527390687	0.095240508	0.924123796	0.999677189
CNTNAP5	Tissue enhanced	cerebral cortex: 5.8;gallbladder: 1.6	0.107106146	-0.270394404	2.839527601	-0.095225137	0.924136005	NA
RP11-286H14.4	Tissue enriched	testis: 5.0	0.176234693	0.215610112	2.265603214	0.095166758	0.924182374	NA
PTTG2	Not detected		0.069564143	-0.408971368	4.297530056	-0.095164283	0.924184339	NA
ADAMTS5	Tissue enhanced	placenta: 42.4	155.2521898	0.024685678	0.259432445	0.095152624	0.9241936	0.999677189
ADAP1	Tissue enhanced	cerebral cortex: 80.4	33.88774828	0.030704402	0.322961633	0.095071361	0.924258146	0.999677189
NHLH1	Not detected		0.689314517	0.074186412	0.781344853	0.09494708	0.924356861	NA
LRRC28	Expressed in all		544.3129231	-0.01187696	0.125606885	-0.094556597	0.924667026	0.999677189
ASB15	Tissue enhanced	heart muscle: 19.2;skeletal muscle: 43.9	0.239950312	0.171253461	1.811402721	0.094541904	0.924678697	NA
CRH	Tissue enhanced	cerebral cortex: 2.1;placenta: 8.0	0.041480175	-0.424029578	4.489377085	-0.094451762	0.924750299	NA
FAM71C	Tissue enriched	testis: 31.2	0.033003163	-0.424029358	4.489377091	-0.094451713	0.924750338	NA
TGM6	Not detected		0.010781585	-0.424028426	4.489377096	-0.094451506	0.924750503	NA
VSTM2L	Tissue enhanced	cerebral cortex: 55.1	30.33455908	0.062979134	0.666975093	0.094425016	0.924771545	0.999677189
CES5A	Tissue enriched	epididymis: 79.9	106.0702754	0.021503019	0.227898498	0.094353493	0.924828358	0.999677189
KRTAP1-1	Not detected		0.095903142	-0.270400462	2.866019575	-0.094347039	0.924833485	NA
PPP1R36	Group enriched	fallopian tube: 17.4;testis: 58.9	3.231712443	0.046387054	0.491744068	0.094331701	0.924845668	0.999677189
RP11-119J18.1	Group enriched	skin: 2.1;testis: 4.6	0.263429239	0.327844801	3.476865198	0.094293216	0.924876239	NA
SH3RF1	Expressed in all		338.1143176	-0.009598102	0.101791591	-0.094291698	0.924877444	0.999677189
EPHA7	Tissue enriched	parathyroid gland: 253.5	4.039528423	0.047136655	0.500007479	0.0942719	0.924893171	0.999677189
TSPO	Expressed in all		262.0626237	0.015669945	0.166267069	0.094245633	0.924914036	0.999677189
UFC1	Expressed in all		547.005712	0.007174119	0.076138181	0.094224987	0.924930436	0.999677189
ATP1A2	Group enriched	cerebral cortex: 434.2;skeletal muscle: 307.0	28.9581913	0.037292333	0.395884194	0.094200106	0.9249502	0.999677189
LYZL2	Tissue enriched	testis: 67.0	0.09964263	-0.335511575	3.562161648	-0.094187633	0.924960108	NA
GPR151	Not detected		0.315516412	0.140024482	1.486700322	0.094184739	0.924962407	NA
PPP3R2	Tissue enriched	testis: 137.1	0.117692026	-0.21841616	2.321714272	-0.094075383	0.925049275	NA
GDF5	Tissue enhanced	salivary gland: 4.1	0.233331589	0.156801937	1.667281064	0.094046493	0.925072224	NA
LINC00959	Mixed		8.640725838	0.028927235	0.30801709	0.093914384	0.925177167	0.999677189
PCDHB8	Mixed		3.194400699	-0.048421672	0.51581495	-0.093874115	0.925209156	0.999677189
FAM120C	Mixed		158.8245641	-0.01079712	0.115022368	-0.093869742	0.92521263	0.999677189
PIDD1	Mixed		105.6717175	-0.022984472	0.245082832	-0.093782463	0.925281963	0.999677189
ZNF644	Expressed in all		617.2648428	0.009663148	0.103078006	0.093745972	0.925310951	0.999677189
LLGL2	Mixed		662.3588998	-0.016380887	0.17480203	-0.093711083	0.925338666	0.999677189
IL31RA	Tissue enhanced	testis: 3.6	0.338005904	0.135989064	1.451267768	0.093703634	0.925344583	NA
GPR26	Tissue enriched	cerebral cortex: 4.3	0.061002458	-0.317669671	3.393456151	-0.093612428	0.925417037	NA
ZCCHC17	Expressed in all		167.1943783	-0.008749826	0.093484509	-0.093596538	0.92542966	0.999677189
ATP5A1	Expressed in all		5990.79127	0.008941504	0.095536949	0.093592102	0.925433184	0.999677189
ZBTB5	Expressed in all		278.1259315	-0.009032961	0.096553286	-0.09355415	0.925463332	0.999677189
DDI2	Expressed in all		2199.439933	0.009288404	0.099308437	0.093530863	0.925481832	0.999677189
POLR2G	Expressed in all		300.1951302	-0.007670528	0.082081291	-0.093450385	0.925545764	0.999677189
OTOA	Group enriched	spleen: 2.6;testis: 6.0	9.146419957	-0.036833682	0.394204963	-0.093437894	0.925555687	0.999677189
TADA3	Expressed in all		718.5390419	0.009877987	0.105730594	0.093426007	0.925565131	0.999677189
PIAS1	Expressed in all		275.2519874	-0.010288728	0.110127962	-0.093425214	0.92556576	0.999677189
GATA4	Tissue enhanced	duodenum: 72.5;heart muscle: 59.0;ovary: 111.8	433.7118715	0.012233214	0.130950984	0.09341827	0.925571277	0.999677189
COQ7	Expressed in all		233.22861	0.007212255	0.077443891	0.093128773	0.925801259	0.999677189
RGMA	Tissue enhanced	cerebral cortex: 116.6;smooth muscle: 84.8	4.017884239	-0.048582503	0.522053091	-0.093060464	0.925855527	0.999677189
NRM	Mixed		43.51160672	0.019188661	0.206199829	0.093058571	0.92585703	0.999677189
MTPAP	Expressed in all		173.9453567	-0.013727609	0.14755705	-0.093032556	0.925877698	0.999677189
TMEM238	Tissue enhanced	small intestine: 10.0;stomach: 9.9	222.8069409	0.032232592	0.346788993	0.092945834	0.925946593	0.999677189
LMTK2	Expressed in all		522.555974	0.008096771	0.087136999	0.092920007	0.925967111	0.999677189
RMND5B	Expressed in all		288.86282	0.010802337	0.1164129	0.0927933	0.926067774	0.999677189
PARK7	Expressed in all		2063.363792	0.007424022	0.080073583	0.092714999	0.926129981	0.999677189
NAPSA	Tissue enriched	lung: 1412.2	4.987795979	-0.034847849	0.376012332	-0.092677409	0.926159845	0.999677189
FBXO43	Tissue enriched	testis: 9.8	4.663576271	0.056628622	0.611269882	0.092640949	0.926188811	0.999677189
CHAD	Tissue enhanced	"cervix, uterine: 31.8"	320.0550754	-0.022465396	0.242561049	-0.092617492	0.926207447	0.999677189
BCL6B	Mixed		97.48463019	0.018270669	0.197372252	0.092569592	0.926245502	0.999677189
TINAGL1	Tissue enhanced	placenta: 268.9	436.9841613	-0.017651007	0.190749314	-0.092535099	0.926272906	0.999677189
SH3YL1	Expressed in all		187.2089774	0.020070164	0.216987833	0.09249442	0.926305225	0.999677189
SIGLEC10	Tissue enhanced	appendix: 48.4;spleen: 36.9	50.93656918	0.031201446	0.337483261	0.092453314	0.926337882	0.999677189
TNRC18	Expressed in all		840.7356258	0.017510161	0.189443626	0.092429401	0.92635688	0.999677189
ACSM6	Tissue enhanced	stomach: 1.7	0.497214578	-0.086886023	0.940936822	-0.092339912	0.926427979	NA
LRRC55	Tissue enhanced	cerebral cortex: 6.6	75.86243628	0.03845852	0.417082004	0.092208535	0.926532357	0.999677189
GBGT1	Mixed		16.0687231	0.025322369	0.274786566	0.092152862	0.926576589	0.999677189
SLC18A1	Tissue enriched	adrenal gland: 32.6	0.744498499	0.093729814	1.017212237	0.092143813	0.926583779	NA
TAF9B	Expressed in all		295.7663659	-0.012491596	0.135621514	-0.092106299	0.926613584	0.999677189
ARL11	Tissue enhanced	lymph node: 7.6	31.26436477	-0.022585919	0.245268894	-0.092086356	0.926629429	0.999677189
ECT2	Mixed		55.44958588	0.020906594	0.227505945	0.091894713	0.926781692	0.999677189
GRK4	Tissue enriched	testis: 74.7	37.40699118	-0.016452253	0.179108814	-0.091856187	0.926812302	0.999677189
PI16	Tissue enhanced	"cervix, uterine: 199.5"	6.841437285	-0.06543363	0.713480675	-0.091710445	0.926928099	0.999677189
ATXN1	Expressed in all		470.7086976	0.010049656	0.109735168	0.091580994	0.927030952	0.999677189
FETUB	Tissue enriched	liver: 123.3	2277.902834	0.021422056	0.23392861	0.091575188	0.927035566	0.999677189
DGKD	Mixed		253.1665149	0.011710496	0.128036318	0.091462297	0.927125263	0.999677189
MYH2	Tissue enriched	skeletal muscle: 4306.1	0.13734539	0.312253591	3.414112261	0.091459673	0.927127348	NA
SQRDL	Expressed in all		770.239622	-0.009178065	0.10035713	-0.09145404	0.927131824	0.999677189
IL17RD	Mixed		27.3883431	0.022680704	0.248051501	0.091435462	0.927146585	0.999677189
GPR153	Mixed		96.47433771	0.026757817	0.293443822	0.091185483	0.92734521	0.999677189
EIF4H	Expressed in all		2965.454857	0.006159821	0.067597267	0.091125292	0.927393036	0.999677189
GPATCH2L	Expressed in all		291.9189596	0.009268919	0.101720777	0.0911212	0.927396288	0.999677189
TBC1D7	Expressed in all		113.9523506	-0.011123494	0.122104333	-0.091098271	0.927414506	0.999677189
AC073610.5	Not detected		29.92183724	0.082660848	0.907663175	0.091069959	0.927437002	0.999677189
NRG4	Tissue enhanced	fallopian tube: 1.0;testis: 1.3	59.75344492	0.018964295	0.208286573	0.091049051	0.927453615	0.999677189
ITFG2	Expressed in all		162.8997126	0.01346945	0.147941999	0.091045475	0.927456457	0.999677189
CNIH1	Expressed in all		2756.481487	0.014885136	0.163513861	0.091032872	0.927466472	0.999677189
SLFN5	Mixed		228.3288461	0.018983138	0.208663471	0.0909749	0.927512535	0.999677189
OR52D1	Tissue enriched	testis: 1.2	0.075714429	0.33748154	3.710126075	0.090962284	0.92752256	NA
HAO1	Tissue enriched	liver: 308.6	6223.302345	-0.011451481	0.126079499	-0.090827464	0.927629687	0.999677189
TAF1	Expressed in all		313.3121209	0.010402376	0.114623255	0.090752755	0.927689051	0.999677189
UBL4A	Expressed in all		302.0414099	0.008539159	0.094136481	0.090710412	0.927722697	0.999677189
ETS1	Expressed in all		827.3789392	0.02041341	0.225298656	0.090605999	0.927805665	0.999677189
LRRC38	Group enriched	adrenal gland: 19.9;skeletal muscle: 10.5	0.07182719	0.337481828	3.725957458	0.090575867	0.927829608	NA
SELENOT	Expressed in all		1561.182902	-0.008839768	0.097643364	-0.090531174	0.927865122	0.999677189
SETD7	Expressed in all		2398.921706	0.00943817	0.104261292	0.090524201	0.927870663	0.999677189
CDK2AP2	Expressed in all		665.7098936	-0.01599417	0.176719036	-0.090506207	0.927884962	0.999677189
ESYT3	Tissue enhanced	lung: 8.4;skin: 7.5;thyroid gland: 8.5	7.431499509	0.036952831	0.40834874	0.090493316	0.927895205	0.999677189
INPP5D	Mixed		91.21013152	0.022996548	0.254135837	0.090489199	0.927898477	0.999677189
MRPS36	Expressed in all		483.9881817	0.012140832	0.134274765	0.09041782	0.927955196	0.999677189
RNF39	Tissue enhanced	skin: 3.5	4.252651548	-0.049912818	0.552362026	-0.090362508	0.927999149	0.999677189
SSTR2	Tissue enhanced	cerebral cortex: 22.9	30.4257288	0.025516657	0.282515686	0.090319434	0.928033378	0.999677189
FUS	Expressed in all		748.3868028	-0.013677498	0.151992887	-0.089987754	0.928296946	0.999677189
FXYD7	Tissue enriched	cerebral cortex: 105.8	2.4705067	-0.043928297	0.4891761	-0.089800578	0.928445689	0.999677189
ZNF688	Expressed in all		50.99532644	-0.021897985	0.243891525	-0.089785756	0.928457468	0.999677189
PLIN5	Tissue enhanced	adipose tissue: 34.5;ovary: 42.4	917.5031677	0.024049124	0.267883221	0.089774656	0.928466288	0.999677189
MARCO	Tissue enhanced	appendix: 123.2;lung: 288.2	1315.68632	-0.032587592	0.363037129	-0.0897638	0.928474915	0.999677189
MANEA	Mixed		1120.620288	-0.016121465	0.179915641	-0.089605691	0.928600562	0.999677189
KATNBL1	Expressed in all		301.1019488	0.010005297	0.11173693	0.089543329	0.92865012	0.999677189
HNRNPUL1	Expressed in all		1293.711132	0.007240169	0.080890415	0.089505898	0.928679867	0.999677189
PLEKHG4B	Tissue enhanced	thyroid gland: 5.2	2.508675307	-0.056635948	0.63358099	-0.089390225	0.928771791	0.999677189
ALOXE3	Tissue enriched	skin: 36.5	0.067262208	0.33748118	3.777923051	0.089329818	0.928819797	NA
CEBPG	Expressed in all		964.1139094	-0.01048693	0.117486632	-0.08926062	0.92887479	0.999677189
