Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P value	P value adjusted
NEB	Tissue enriched	skeletal muscle: 3273.5	47.24313408	-1.1221014	0.300390761	-3.735472413	0.000187363	0.001381966
ARHGEF37	Expressed in all		138.3546125	-0.626956371	0.198246662	-3.162506567	0.001564172	0.008330538
RIPPLY3	Not detected		14.81983284	1.096809687	0.370682452	2.958892929	0.003087464	0.014774362
TMEM119	Tissue enhanced	cervix, uterine: 93.0	21.1552517	-1.151114507	0.270876312	-4.249594572	2.14E-05	0.000213327
SMDT1	Expressed in all		489.7640485	0.274593794	0.086381074	3.178865226	0.001478528	0.007954776
CTNNA3	Tissue enhanced	cerebral cortex: 8.5;heart muscle: 12.4	21.2363381	1.969240222	0.473164326	4.16185269	3.16E-05	0.000298108
PTTG1IP	Expressed in all		2509.857304	-0.303130937	0.099493552	-3.04673951	0.002313381	0.01158692
ABHD16B	Mixed		54.34584947	0.600826719	0.228350034	2.631165442	0.00850926	0.033967449
CCBE1	Tissue enhanced	ovary: 40.6	71.79692845	-0.994190267	0.184890019	-5.377198141	7.57E-08	1.46E-06
CECR6	Group enriched	cerebral cortex: 15.0;prostate: 10.8	5.334332748	-0.993536838	0.312051693	-3.18388543	0.001453125	0.007838059
C10orf107	Tissue enhanced	fallopian tube: 44.2;testis: 30.5	2.550880381	-1.79561731	0.451284026	-3.978907313	6.92E-05	0.000594895
FHL3	Tissue enriched	skeletal muscle: 569.1	63.26535436	-0.887467621	0.137066704	-6.474713351	9.50E-11	3.52E-09
GPR132	Mixed		20.22131412	-1.056293007	0.258119403	-4.092265039	4.27E-05	0.000388946
MEX3B	Tissue enhanced	testis: 41.6	24.78724255	-2.272094481	0.260285795	-8.729229668	2.56E-18	3.80E-16
FAM46C	Mixed		275.7628581	-0.503273064	0.159748109	-3.150416416	0.001630379	0.008640627
ACSM5	Tissue enriched	liver: 142.6	4746.533594	0.940096711	0.168306093	5.585636828	2.33E-08	5.10E-07
SERHL2	Tissue enriched	breast: 558.7	27.3378962	-1.403083509	0.26547667	-5.285148057	1.26E-07	2.28E-06
PCBP3	Tissue enhanced	testis: 21.6	8.006803851	-1.532548593	0.272650877	-5.620919365	1.90E-08	4.27E-07
TNFAIP8L3	Tissue enhanced	endometrium: 137.0;smooth muscle: 122.3	26.86283302	-1.535554058	0.208418594	-7.367644267	1.74E-13	1.15E-11
FBXL7	Mixed		60.71819606	-0.553659706	0.152532274	-3.629787264	0.000283655	0.001963577
MRPL54	Expressed in all		454.4416892	0.369344165	0.113937612	3.241635125	0.001188461	0.006605125
HMCES	Expressed in all		346.2484936	-0.213774998	0.082548391	-2.589693092	0.009606153	0.037468814
GPR1	Tissue enhanced	placenta: 5.6	1.034025411	-1.640477787	0.599657188	-2.735692692	0.006224913	0.02635319
LHFP	Mixed		241.3088401	-0.8751384	0.16415741	-5.33109289	9.76E-08	1.83E-06
CMTM4	Tissue enhanced	thyroid gland: 64.1	165.750679	-0.30227028	0.114124842	-2.6485932	0.008082756	0.032504692
TMEM50A	Expressed in all		767.3947578	-0.385667993	0.096377486	-4.001639887	6.29E-05	0.000545608
ASCL2	Mixed		25.48643834	1.254078409	0.266316305	4.70898095	2.49E-06	3.29E-05
MACC1	Mixed		52.38551802	-1.650282994	0.273642569	-6.030797765	1.63E-09	4.72E-08
ACSM2A	Group enriched	kidney: 285.2;liver: 185.7	6411.408505	0.89938376	0.147054983	6.115969302	9.60E-10	2.93E-08
ACP7	Group enriched	cerebral cortex: 1.8;skin: 6.9;tonsil: 2.3	3.61553089	0.926083677	0.367547401	2.519630597	0.011747805	0.044148266
KREMEN1	Mixed		165.2657877	0.469224553	0.169217397	2.772909643	0.005555754	0.023981168
AIFM3	Tissue enhanced	cerebral cortex: 18.5;colon: 18.7	8.474060822	0.978376227	0.283801136	3.447400668	0.000566008	0.003539224
B3GALT5	Group enriched	colon: 22.7;duodenum: 27.5;gallbladder: 8.6;rectum: 40.5;small intestine: 37.2	7.66929762	-2.368065642	0.471427639	-5.023179476	5.08E-07	7.99E-06
ZNF703	Mixed		72.36555189	-1.138913675	0.187163373	-6.085131175	1.16E-09	3.49E-08
SLC35F3	Tissue enhanced	cerebral cortex: 10.1	2.531899638	-2.38538424	0.439991645	-5.421430759	5.91E-08	1.17E-06
C9orf66	Tissue enhanced	kidney: 17.8	17.09704658	-1.192050293	0.297670364	-4.004598494	6.21E-05	0.000539856
OLFML1	Mixed		180.6122569	-0.453286813	0.180173947	-2.515828851	0.011875283	0.044560059
RBM12B	Expressed in all		200.5824719	-0.312039273	0.110524093	-2.823269247	0.004753663	0.021138431
CCR4	Tissue enhanced	appendix: 11.5	20.61766957	-0.922873185	0.268813082	-3.433140892	0.000596632	0.003700962
MAATS1	Tissue enhanced	fallopian tube: 22.7;testis: 15.8	20.90539069	-1.627993124	0.282656096	-5.759625028	8.43E-09	2.07E-07
FAM3B	Tissue enhanced	duodenum: 162.1;small intestine: 166.8	31.62537955	-1.669430013	0.341882943	-4.88304564	1.04E-06	1.52E-05
KIRREL	Mixed		204.0352073	-1.893386661	0.17646147	-10.72974551	7.38E-27	4.71E-24
IQGAP3	Mixed		22.54433742	-4.335024327	0.384630799	-11.27061154	1.83E-29	1.98E-26
TOB2	Expressed in all		726.3786924	0.346050154	0.094188216	3.674028116	0.000238756	0.001692302
LRRC55	Tissue enhanced	cerebral cortex: 6.6	75.86243628	1.153054398	0.364831072	3.160515884	0.0015749	0.008378711
DNAH2	Group enriched	fallopian tube: 20.9;parathyroid gland: 28.4;testis: 10.9	15.02827656	-2.158727907	0.39635922	-5.446392563	5.14E-08	1.03E-06
PRKX	Tissue enhanced	thyroid gland: 58.0	179.7054464	-0.641573628	0.139298971	-4.605731278	4.11E-06	5.11E-05
ACTG1	Expressed in all		9942.956507	-0.847286859	0.180384859	-4.697106318	2.64E-06	3.47E-05
TMPRSS2	Tissue enhanced	prostate: 489.3	451.7846172	-0.70700235	0.153021254	-4.620288568	3.83E-06	4.80E-05
DENND5A	Expressed in all		410.1871294	-0.421788273	0.077244946	-5.460399591	4.75E-08	9.65E-07
TBX1	Tissue enhanced	skeletal muscle: 23.0	5.668455101	-1.075039426	0.428997185	-2.505935853	0.012212777	0.045510879
NIPSNAP1	Expressed in all		3232.130226	0.431696483	0.11874003	3.635644044	0.000277287	0.001924848
CNTN2	Tissue enriched	cerebral cortex: 81.7	2.510182812	1.103366571	0.43968794	2.509431058	0.012092582	0.045123765
ADRA2C	Tissue enhanced	cervix, uterine: 20.9;endometrium: 26.0;seminal vesicle: 26.8	11.26995544	-1.255238479	0.333713457	-3.761426019	0.000168947	0.001269043
CRELD2	Expressed in all		479.9237786	0.615016932	0.201178073	3.057077362	0.002235066	0.011260371
OAF	Expressed in all		5080.898864	0.47179364	0.14084364	3.349768862	0.00080879	0.004797049
ALDH1A3	Tissue enhanced	prostate: 217.5	101.79725	-0.777875504	0.260222825	-2.989267004	0.002796476	0.013575017
TACSTD2	Tissue enhanced	esophagus: 313.8	139.4413597	-2.660710171	0.364834734	-7.292919023	3.03E-13	1.87E-11
PRKD1	Tissue enhanced	parathyroid gland: 50.3	43.33104465	-1.232932377	0.193851656	-6.360184907	2.02E-10	7.05E-09
ZDHHC23	Mixed		148.5184799	-0.511904722	0.123973005	-4.129162809	3.64E-05	0.000339446
MROH7	Tissue enriched	testis: 49.5	53.97337344	1.007586193	0.329603311	3.056966234	0.002235895	0.011262267
SLIT3	Mixed		105.5943496	-1.222232073	0.21943371	-5.569937613	2.55E-08	5.54E-07
EFNA5	Mixed		46.83737111	-1.31404414	0.195981063	-6.704954661	2.01E-11	8.59E-10
PKP3	Tissue enhanced	esophagus: 98.2;skin: 148.2	8.838264477	-2.762043722	0.506876243	-5.449148105	5.06E-08	1.02E-06
MAML2	Mixed		132.9298691	-1.248778255	0.169541754	-7.365608922	1.76E-13	1.16E-11
SS18L1	Expressed in all		753.8643044	0.623430273	0.110021111	5.666460466	1.46E-08	3.37E-07
KCND2	Tissue enhanced	cerebral cortex: 20.7	12.55514991	-1.90283756	0.492381191	-3.86456184	0.000111289	0.000894515
TOP1MT	Expressed in all		211.7683215	0.397826383	0.145534056	2.733562126	0.00626533	0.026488258
LRRC19	Group enriched	colon: 35.9;duodenum: 23.7;gallbladder: 9.4;kidney: 45.1;rectum: 35.3;small intestine: 34.7	170.1338935	1.269682248	0.325777957	3.897385381	9.72E-05	0.000796836
THAP7	Expressed in all		216.4907525	0.473452854	0.147126946	3.217988739	0.001290929	0.007084456
KNTC1	Tissue enhanced	testis: 43.4	74.04782955	-0.488811749	0.141711306	-3.449348975	0.00056194	0.003517317
TXNRD2	Expressed in all		598.2520047	0.503967146	0.142590913	3.534356668	0.000408769	0.002681288
PTP4A3	Group enriched	heart muscle: 69.6;skeletal muscle: 153.1	54.4888306	-0.995366311	0.259444233	-3.836532811	0.000124784	0.000984544
ZFP1	Mixed		441.1906609	0.584145712	0.145912377	4.003400707	6.24E-05	0.000541938
CEND1	Tissue enriched	cerebral cortex: 113.9	1.753602538	1.318820819	0.522159323	2.525705776	0.011546614	0.043510423
DUSP8	Tissue enhanced	cerebral cortex: 5.1	46.17254143	-2.139913357	0.365019441	-5.862464076	4.56E-09	1.19E-07
SOCS3	Tissue enhanced	adipose tissue: 321.5	293.7417704	-1.557506829	0.403007393	-3.864710312	0.000111221	0.00089446
SLITRK6	Tissue enhanced	urinary bladder: 19.6	35.35830445	1.461411096	0.251715328	5.805808916	6.41E-09	1.61E-07
TMEM173	Expressed in all		203.2555974	-1.012957414	0.138411128	-7.318468017	2.51E-13	1.60E-11
PDE4B	Mixed		147.0186133	-1.119656933	0.250676333	-4.466544248	7.95E-06	9.02E-05
C14orf180	Group enriched	adipose tissue: 34.5;heart muscle: 28.5	28.60130598	2.013094893	0.308264639	6.53041134	6.56E-11	2.52E-09
KCNH7	Tissue enriched	cerebral cortex: 4.7	10.46861892	1.627789221	0.365377303	4.455091235	8.39E-06	9.46E-05
NELL2	Tissue enhanced	cerebral cortex: 204.1;fallopian tube: 96.7	14.49891326	-1.654762045	0.325059819	-5.09063855	3.57E-07	5.85E-06
MED12	Expressed in all		154.6393583	-0.40284636	0.160564105	-2.50894408	0.012109265	0.045172477
ZNF93	Mixed		10.33000637	-1.52475257	0.331129432	-4.604702637	4.13E-06	5.13E-05
SEPT9	Expressed in all		1264.059157	-0.528517094	0.137707735	-3.837962286	0.00012406	0.000980031
CDCA2	Tissue enriched	testis: 31.4	1.21790234	-2.282880544	0.873782752	-2.612640887	0.008984565	0.035477916
RALYL	Tissue enhanced	adrenal gland: 26.1;cerebral cortex: 49.2;kidney: 19.7	7.346588882	-1.500010148	0.409035376	-3.667189283	0.000245231	0.001731785
AMER1	Mixed		131.8439873	0.616529541	0.124625837	4.947044323	7.53E-07	1.13E-05
HIST2H2BE	Expressed in all		164.0856568	0.646436333	0.136763027	4.726689269	2.28E-06	3.04E-05
SEPT5	Expressed in all		29.83364141	-1.309505986	0.274735612	-4.766422438	1.88E-06	2.56E-05
RNLS	Expressed in all		168.989196	0.264973278	0.100804764	2.628578933	0.008574245	0.034166591
FAM110C	Mixed		355.6008819	-0.401268148	0.113596816	-3.532389023	0.000411823	0.002698476
SMIM10	Tissue enhanced	parathyroid gland: 63.4;testis: 50.6	31.65011851	-1.169469099	0.179445318	-6.517133541	7.17E-11	2.74E-09
OSBP2	Tissue enhanced	testis: 34.5	19.25510324	-0.93746669	0.156256085	-5.999553166	1.98E-09	5.62E-08
PRR16	Mixed		7.449751054	-2.432799803	0.420289233	-5.788394311	7.11E-09	1.77E-07
DRD1	Tissue enhanced	cerebral cortex: 8.0	14.78492133	1.807899356	0.365757216	4.94289457	7.70E-07	1.15E-05
TMEM186	Expressed in all		124.3984853	0.361070693	0.110899181	3.255846361	0.001130549	0.006348468
ARMCX2	Tissue enhanced	epididymis: 202.3	76.83640317	-0.697188462	0.176575576	-3.948385608	7.87E-05	0.000662578
JAG2	Tissue enhanced	skin: 22.5	62.8331115	-0.806998486	0.285371652	-2.82788595	0.00468565	0.02090695
FMNL1	Expressed in all		108.8741531	-0.716567407	0.210029871	-3.411740447	0.000645495	0.003964549
WT1	Tissue enhanced	endometrium: 112.9;fallopian tube: 126.5;smooth muscle: 80.2	4.4844984	-3.09174336	0.544050729	-5.682821827	1.32E-08	3.09E-07
ZFP90	Mixed		112.9009597	-0.478508329	0.180697898	-2.64811231	0.008094263	0.032540454
FAM227A	Tissue enhanced	fallopian tube: 3.7	6.592537377	-1.367236346	0.345391077	-3.958516701	7.54E-05	0.000640514
MUC6	Group enriched	duodenum: 15.4;seminal vesicle: 40.2;stomach: 24.0	173.0028738	-2.556269038	0.384442585	-6.649286877	2.95E-11	1.22E-09
USP18	Mixed		182.7899684	0.442615804	0.163387843	2.708988594	0.006748866	0.028140623
SIVA1	Expressed in all		597.1126845	0.384474717	0.142373994	2.700456076	0.006924448	0.028661504
DGAT1	Tissue enhanced	duodenum: 71.3;small intestine: 75.1	878.5492716	1.049082584	0.195582934	5.363875892	8.15E-08	1.56E-06
F8	Expressed in all		747.990252	0.651230795	0.157789481	4.12721298	3.67E-05	0.000341696
CA13	Mixed		121.4317143	0.591295002	0.128093863	4.616107194	3.91E-06	4.89E-05
MAFF	Mixed		125.0202104	-1.681401865	0.357088356	-4.708643774	2.49E-06	3.29E-05
MROH2A	Group enriched	testis: 3.2;thyroid gland: 2.7	95.6892409	3.014455324	0.356590871	8.453540362	2.83E-17	3.47E-15
SLC24A3	Mixed		20.54268313	-1.438843711	0.242317747	-5.93783877	2.89E-09	7.93E-08
FLRT2	Tissue enhanced	ovary: 36.4	202.4366095	-1.053762403	0.209332046	-5.033927778	4.81E-07	7.61E-06
RPS27L	Expressed in all		1288.133243	-0.483714076	0.108248401	-4.468556293	7.87E-06	8.94E-05
ADSSL1	Tissue enriched	skeletal muscle: 428.0	300.6926946	-0.510177372	0.157204611	-3.245307934	0.001173237	0.006532181
ANO9	Tissue enhanced	duodenum: 31.6;small intestine: 30.9	25.70020995	-1.069468616	0.279193412	-3.830565368	0.000127849	0.001003642
PURA	Mixed		560.8240739	0.387228272	0.090039444	4.30065153	1.70E-05	0.000175173
INPP5J	Group enriched	parathyroid gland: 215.4;thyroid gland: 242.1	2.64891966	-1.409727277	0.457324184	-3.082555714	0.002052313	0.010503337
LRRC37B	Mixed		32.2132458	-0.553331515	0.168557189	-3.282752395	0.001027989	0.005878643
DDX51	Expressed in all		143.9755883	0.553316024	0.148733017	3.720196335	0.000199068	0.001454049
SIGIRR	Expressed in all		1015.371217	1.242003101	0.219755833	5.651741238	1.59E-08	3.64E-07
TNFAIP2	Expressed in all		692.0934141	-0.832192673	0.150073528	-5.545232972	2.94E-08	6.29E-07
TCEAL9	Expressed in all		237.7598349	-1.160543485	0.152567352	-7.606761683	2.81E-14	2.14E-12
ZNF74	Mixed		74.7632973	0.324008978	0.1306449	2.480073691	0.013135523	0.048234634
UBALD2	Expressed in all		183.7607179	-0.531730965	0.161316633	-3.296194296	0.000980042	0.00565257
CDNF	Tissue enhanced	testis: 20.1	63.97946185	0.70023791	0.124764017	5.612498917	1.99E-08	4.44E-07
NOTUM	Tissue enriched	placenta: 192.5	180.6176651	0.973077739	0.279483613	3.481698719	0.000498244	0.003168826
RBM11	Tissue enriched	epididymis: 56.5	2.113293981	-1.411779473	0.556279628	-2.537895333	0.011152133	0.042323688
WBSCR17	Tissue enhanced	cerebral cortex: 76.4	10.15546204	-2.274591866	0.3364789	-6.759983658	1.38E-11	6.13E-10
IL3RA	Mixed		30.50046799	-1.243025338	0.205318078	-6.054144611	1.41E-09	4.13E-08
ARL15	Expressed in all		302.5402114	-0.687708309	0.140973126	-4.878293676	1.07E-06	1.55E-05
CDK10	Expressed in all		604.0801874	0.532994595	0.158579728	3.361051262	0.000776464	0.004637361
TMEM105	Tissue enhanced	thyroid gland: 1.0	20.508418	1.012295473	0.375269214	2.697518034	0.00698585	0.028877244
C14orf80	Mixed		133.4487792	1.480380803	0.297187012	4.98131057	6.32E-07	9.72E-06
TNFAIP8L1	Tissue enhanced	fallopian tube: 37.1	1663.963612	0.704347593	0.154462857	4.559980356	5.12E-06	6.15E-05
METTL7A	Expressed in all		19336.59744	0.625039154	0.084995183	7.353818561	1.93E-13	1.25E-11
SH3BGR	Group enriched	heart muscle: 100.8;skeletal muscle: 435.9	74.01651429	0.386479947	0.138039736	2.799773161	0.005113853	0.022459269
TMEM179B	Expressed in all		451.3304233	0.267148923	0.083335045	3.205721218	0.001347244	0.007341715
GPRIN3	Mixed		71.62187183	-1.82090225	0.251188966	-7.249133102	4.19E-13	2.51E-11
KRT6B	Tissue enriched	esophagus: 670.7	0.749183935	-4.123484078	1.59271807	-2.588960442	0.009626615	0.037542744
ROR1	Tissue enhanced	parathyroid gland: 52.0	29.72667226	-0.98882036	0.216402084	-4.569366161	4.89E-06	5.91E-05
IRF7	Mixed		368.2191392	0.551294477	0.222989478	2.472289196	0.013425086	0.049113924
SV2B	Tissue enriched	cerebral cortex: 47.9	21.60661281	-1.015883698	0.280357033	-3.623535633	0.000290603	0.00200554
LMNTD2	Mixed		83.47588208	0.633570778	0.236074466	2.683775116	0.007279605	0.029897908
PRKG1	Mixed		112.3486555	-1.315703071	0.193408477	-6.802716678	1.03E-11	4.72E-10
TLCD2	Mixed		25.5275195	-0.593064204	0.226606304	-2.617156694	0.008866563	0.03509546
LSAMP	Tissue enhanced	cerebral cortex: 102.7	4.359891566	-1.793811211	0.419739657	-4.273628147	1.92E-05	0.000194056
OLFML2A	Mixed		57.84418173	-1.066565515	0.249086051	-4.28191588	1.85E-05	0.00018788
LMLN	Tissue enhanced	testis: 18.6	116.9882415	-0.482948813	0.12659049	-3.815048151	0.000136156	0.001059169
P4HB	Expressed in all		17975.40025	0.338224739	0.121092728	2.793105277	0.00522047	0.022834854
PBX1	Expressed in all		404.2371542	-0.92217876	0.173939652	-5.301716702	1.15E-07	2.11E-06
NDUFA4L2	Tissue enhanced	esophagus: 152.3;skin: 191.7	47.47640984	-0.667253859	0.2221045	-3.004233864	0.002662506	0.013018613
NTF3	Tissue enhanced	ovary: 13.5	62.05605851	0.467134251	0.185976336	2.511794034	0.012011917	0.044890055
PMEL	Tissue enriched	skin: 133.4	59.53167681	0.467251243	0.179906416	2.597190553	0.009398977	0.036828069
ZNF696	Mixed		59.33437645	0.436330402	0.152040512	2.869829873	0.004106927	0.01871042
SRL	Group enriched	heart muscle: 161.0;skeletal muscle: 178.8	13.7593905	0.968497041	0.272300265	3.556724559	0.000375508	0.002498638
IFIT1	Expressed in all		854.0789156	0.848028495	0.23189434	3.656960725	0.000255223	0.001792686
CXorf38	Expressed in all		110.0418707	-0.37711726	0.117962723	-3.196918901	0.00138904	0.007538122
PCYT2	Expressed in all		1400.656558	0.696547409	0.130537944	5.335976538	9.50E-08	1.79E-06
NAT8L	Group enriched	adipose tissue: 48.6;cerebral cortex: 64.9;testis: 19.0	4.868599695	-0.772824558	0.283959964	-2.721596897	0.006496734	0.02728124
THNSL1	Mixed		566.6084593	0.572156981	0.140681594	4.067035087	4.76E-05	0.000427745
LAMP1	Expressed in all		5456.007433	-0.265724855	0.074977268	-3.544072265	0.000393997	0.002600841
FFAR3	Tissue enhanced	adipose tissue: 2.5;appendix: 3.5;smooth muscle: 2.2	1.202871092	-2.377245753	0.785061976	-3.028099469	0.002460971	0.012179941
C16orf54	Tissue enhanced	bone marrow: 26.0	43.91213882	-0.856336538	0.306968096	-2.78965974	0.005276346	0.023014558
PTCH1	Tissue enhanced	cervix, uterine: 41.7	110.7541673	-0.641894085	0.192425677	-3.335802657	0.000850535	0.005002923
NKAIN3	Not detected		0.998466073	1.98785299	0.786030027	2.528978437	0.011439506	0.043165622
ZNF267	Mixed		116.1223167	-0.479057558	0.13319853	-3.596567915	0.000322443	0.002196056
IRS2	Mixed		2072.74873	-0.445706931	0.165044037	-2.70053339	0.006922839	0.028661504
BICD2	Expressed in all		349.5010919	-0.226438447	0.080505016	-2.812724696	0.004912369	0.021708432
RASA3	Mixed		144.5091191	-0.520385479	0.160453323	-3.243220325	0.001181868	0.006571417
NDUFA13	Expressed in all		78.78011404	1.546143965	0.525547263	2.941969397	0.003261322	0.015469527
ZNF529	Mixed		117.6107576	-0.359818251	0.121029213	-2.972986781	0.002949172	0.014202694
C15orf41	Tissue enhanced	heart muscle: 63.4	76.21447401	-0.492884639	0.138456473	-3.559852639	0.000371063	0.002475709
CD300LF	Tissue enhanced	lung: 25.6;spleen: 28.0	19.52501225	-1.080449991	0.257404234	-4.19748337	2.70E-05	0.00025933
LRRC70	Mixed		26.29593066	-1.090270728	0.285219163	-3.822571802	0.000132067	0.00103252
ANKRD46	Expressed in all		734.3458892	0.466558894	0.114809751	4.063756695	4.83E-05	0.000432552
CYP4F2	Group enriched	duodenum: 78.2;epididymis: 28.0;kidney: 39.3;liver: 84.6;small intestine: 84.3	3463.688717	0.644526957	0.128432111	5.018425318	5.21E-07	8.18E-06
POLR3C	Expressed in all		121.2085541	-0.292310527	0.074304447	-3.93395735	8.36E-05	0.000698933
WWOX	Expressed in all		159.7866727	0.362434507	0.120249892	3.014011074	0.002578184	0.012675895
ZNRF1	Expressed in all		307.3963393	0.278028753	0.111522733	2.493023122	0.01266606	0.04687096
FFAR4	Tissue enhanced	colon: 8.4;rectum: 12.4	12.96154948	-0.631912135	0.229421633	-2.754370311	0.005880519	0.025143209
SLC51B	Tissue enhanced	cervix, uterine: 59.7;duodenum: 85.4;small intestine: 118.4	9.985095868	-2.780897287	0.483214537	-5.754995087	8.66E-09	2.12E-07
MARC1	Expressed in all		1041.474457	0.701417881	0.131423835	5.337067512	9.45E-08	1.78E-06
SOWAHB	Mixed		248.3563876	0.47231071	0.164765952	2.866555281	0.004149657	0.018860217
MKL2	Expressed in all		251.5545192	-0.581140574	0.15520271	-3.74439708	0.000180827	0.001342081
BTLA	Group enriched	appendix: 14.1;lymph node: 29.3;spleen: 14.6;tonsil: 24.7	10.49817125	-0.782773812	0.315580392	-2.480426005	0.01312255	0.048194103
TOR3A	Expressed in all		439.4740731	0.518074071	0.142394705	3.638295902	0.000274448	0.001910134
BACE1	Expressed in all		938.1066701	0.302535732	0.084443275	3.582709585	0.000340049	0.002296481
TMEM212	Tissue enriched	fallopian tube: 48.3	46.10080752	0.58314835	0.202474221	2.880111593	0.003975344	0.018208101
THBS2	Tissue enhanced	gallbladder: 113.4	436.5280809	-2.700552553	0.215701109	-12.51988259	5.81E-36	3.62E-32
RXRA	Mixed		5347.813305	0.638615277	0.11862629	5.38342112	7.31E-08	1.41E-06
ANKRD37	Expressed in all		70.36740712	-0.638693274	0.195758781	-3.262654533	0.00110374	0.006230248
NUDT17	Mixed		7.117708015	-0.83867006	0.312256217	-2.685839432	0.007234785	0.029753097
GLDN	Tissue enhanced	cerebral cortex: 23.9	12.36884695	-2.33811819	0.413577373	-5.653399687	1.57E-08	3.61E-07
