Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
AKAP17A	Expressed in all		435.3054365	0.544803039	0.15988534	3.407460853	0.000655703	0.004021291
ELOVL2	Tissue enhanced	liver: 27.6;parathyroid gland: 36.7;placenta: 50.2	1308.761903	-0.141258453	0.204153708	-0.691922056	0.488986279	0.672524118
GOLGA6L9	Not detected		0.048424241	0.262070373	3.92875346	0.066705731	0.946815971	NA
LEKR1	Tissue enhanced	testis: 27.3	7.746459424	-0.237934109	0.243206313	-0.978322095	0.327915045	0.522696602
C1orf122	Expressed in all		80.71848499	0.19616384	0.377924237	0.519055992	0.603721696	0.76334083
RP11-310K10.1	Not detected		0	NA	NA	NA	NA	NA
CLEC9A	Tissue enhanced	lymph node: 7.8;spleen: 6.6	9.274004787	0.120202429	0.327872754	0.366613046	0.713907676	0.837636867
KEL	Tissue enhanced	bone marrow: 14.5;testis: 19.5	6.855644625	-1.631713972	0.481914197	-3.385901439	0.000709449	0.004293835
NOL8	Expressed in all		292.2623753	-0.177917077	0.086425583	-2.058615873	0.039531051	0.115281918
IRAK4	Mixed		239.9376845	-0.051542569	0.100517012	-0.512774583	0.608109011	0.766308475
CCDC151	Tissue enhanced	fallopian tube: 13.4;parathyroid gland: 6.8;testis: 7.5	0.251236802	0.014490152	2.754223348	0.005261066	0.995802296	NA
DLGAP2	Group enriched	cerebral cortex: 2.0;testis: 6.1	7.736874316	-0.047270329	0.254923248	-0.18542965	0.852892055	0.923088779
MRPL42	Expressed in all		435.1492953	-0.127134042	0.157830516	-0.805509888	0.420525502	0.612852956
ENTPD7	Mixed		149.4626355	-0.777794732	0.173177959	-4.491303272	7.08E-06	8.14E-05
FCGR1B	Tissue enhanced	appendix: 27.5;epididymis: 61.7	15.75980993	-0.728815108	0.420167483	-1.73458237	0.082814804	0.20129336
SPANXA1	Tissue enriched	testis: 9.2	0	NA	NA	NA	NA	NA
ZNF335	Expressed in all		59.80396125	-0.077187069	0.296333434	-0.260473712	0.794498391	0.888993951
ZNF560	Tissue enriched	testis: 11.9	0.040446969	0.507600955	3.92884572	0.129198495	0.897200587	NA
TUBA3C	Tissue enriched	testis: 513.8	0.040742369	0.315241091	3.92884572	0.080237585	0.936048298	NA
RPS4X	Expressed in all		7549.311451	0.281944175	0.108750262	2.592583871	0.009525795	0.037225372
ZNF273	Mixed		30.56011763	-0.10672058	0.18318765	-0.582575192	0.56017931	0.730381776
ZNF84	Expressed in all		160.1339183	-0.072521203	0.103426758	-0.701184149	0.483188101	0.668110948
MAK16	Expressed in all		222.092379	-0.131997071	0.097952454	-1.347562678	0.177799081	0.346861484
ZNF667	Mixed		14.93017959	-1.059183141	0.656295078	-1.613882499	0.106552915	0.241173097
AVPR1B	Not detected		0.164492206	0.020163501	1.787773542	0.011278554	0.991001207	NA
SIRPA	Expressed in all		1011.589121	-0.58117319	0.121152785	-4.797027065	1.61E-06	2.23E-05
DSCR8	Tissue enriched	testis: 33.8	0.07243425	-0.620144159	3.265923093	-0.189883271	0.849400602	NA
GRK6	Expressed in all		179.9419385	-0.013192962	0.100914925	-0.130733511	0.895986122	0.948532046
PRIM1	Expressed in all		52.97520322	-0.171194892	0.251948704	-0.679483122	0.496831798	0.679279066
5-Mar	Expressed in all		678.9956704	0.053603198	0.07309159	0.733370254	0.463332636	0.652471535
POTEH	Group enriched	prostate: 5.7;testis: 1.4	0.021639407	0.165895044	3.928753464	0.042225873	0.966318637	NA
NPIPB13	Mixed		10.65477018	0.24974711	0.477589424	0.522932666	0.601021112	0.761328939
AKR1B10	Tissue enhanced	duodenum: 635.9;gallbladder: 283.3;small intestine: 387.2;stomach: 414.4	797.6406763	-2.80764847	0.641215134	-4.378637249	1.19E-05	0.000128749
SULT1C4	Tissue enhanced	gallbladder: 41.5	52.04400181	-1.76039212	0.21604505	-8.148264088	3.69E-16	3.85E-14
CYP2A7	Tissue enriched	liver: 60.9	1724.952939	-0.098299699	0.365035115	-0.269288338	0.787707806	0.884611827
ZBTB14	Expressed in all		269.0926065	0.314669033	0.073361733	4.289280235	1.79E-05	0.000182824
KRTAP9-9	Not detected		0	NA	NA	NA	NA	NA
CD2AP	Expressed in all		982.0156743	0.063974696	0.095227414	0.671809657	0.50170488	0.683661335
NUP62CL	Tissue enhanced	fallopian tube: 27.5	12.37218009	0.544708258	0.262948415	2.071540378	0.038308325	0.112560463
SFI1	Mixed		92.23602681	-0.378633982	0.233770772	-1.619680591	0.105300908	0.23923113
KRTAP4-6	Not detected		0	NA	NA	NA	NA	NA
TMPRSS11F	Group enriched	esophagus: 16.7;skin: 11.0;tonsil: 3.7	0.005390793	0.315246364	3.92884572	0.080238927	0.936047231	NA
ZNF649	Expressed in all		62.6458305	-0.238023297	0.117856303	-2.019605999	0.043424272	0.124077182
ADH4	Tissue enriched	liver: 2628.5	46508.68321	1.194622322	0.204618985	5.838277026	5.27E-09	1.35E-07
OR2T6	Not detected		0	NA	NA	NA	NA	NA
ZNF248	Mixed		127.2614738	0.006172084	0.102021966	0.060497597	0.95175933	0.976592951
CHSY3	Tissue enhanced	"cervix, uterine: 7.2"	48.935479	-0.521551914	0.179778139	-2.901086408	0.003718713	0.017219109
TOR4A	Mixed		124.8378332	-0.410094096	0.198706552	-2.063817683	0.039035006	0.114142887
LPAR1	Mixed		45.22161228	-0.988797815	0.256151919	-3.860200688	0.000113294	0.000909164
MB	Group enriched	heart muscle: 6603.8;skeletal muscle: 12284.0	7.890357855	2.562010853	0.603738966	4.243573788	2.20E-05	0.000218435
OR2L3	Not detected		0	NA	NA	NA	NA	NA
DEFB107B	Tissue enriched	epididymis: 488.6	0	NA	NA	NA	NA	NA
HIBCH	Expressed in all		1702.204264	0.470489834	0.134931363	3.486882679	0.000488686	0.003117594
ZNF544	Expressed in all		86.11953478	-0.687470292	0.195529677	-3.51593836	0.000438203	0.002843634
TMEM229B	Mixed		43.92993499	-0.341369234	0.191348603	-1.784017385	0.07442084	0.185959159
SOWAHC	Mixed		1065.662332	0.282824894	0.111211199	2.543133211	0.010986334	0.041753099
ZNF770	Expressed in all		941.924769	0.078357916	0.187136681	0.418720238	0.675420603	0.812796351
NPIPB6	Tissue enriched	testis: 54.8	1.004239728	2.893914567	1.34869466	2.145715151	0.031895712	0.097530499
HMGN5	Expressed in all		258.1510009	0.66104082	0.177680003	3.720400775	0.000198907	0.001453846
MIER1	Expressed in all		854.5731658	-0.115165651	0.083655239	-1.376669912	0.168614325	0.334048261
MAN1A2	Expressed in all		1550.48493	0.055035541	0.123264588	0.446482984	0.655248401	0.799719459
SVIP	Expressed in all		339.4831508	-0.036784872	0.09261755	-0.397169561	0.691242427	0.823345506
ZNF251	Mixed		84.11627299	-0.140565233	0.131156511	-1.071736599	0.283838357	0.475964888
DDRGK1	Expressed in all		570.1127308	0.181213937	0.133488464	1.357525078	0.174614431	0.342195234
FAM47C	Tissue enriched	testis: 4.8	0.109718976	0.303357995	2.211958057	0.137144551	0.890916538	NA
TFDP1	Expressed in all		466.2382452	0.22243332	0.059585669	3.733000303	0.000189212	0.001393883
CLEC4C	Tissue enhanced	lymph node: 6.0;spleen: 4.6;tonsil: 4.5	2.846332862	-1.332192086	0.496542987	-2.682934049	0.007297938	0.029948495
ZNF607	Mixed		30.91262099	-0.835465128	0.202865464	-4.118321126	3.82E-05	0.000353431
BPIFA1	Group enriched	"cervix, uterine: 9.8;lung: 26.5"	0	NA	NA	NA	NA	NA
ZNF334	Mixed		35.5035463	-0.396348712	0.219457202	-1.806041039	0.070911929	0.179263802
HSD17B11	Expressed in all		3365.373575	-0.014368517	0.162842433	-0.088235707	0.929689338	0.965907315
SZT2	Expressed in all		234.5666754	0.086088093	0.14132234	0.609161247	0.542417564	0.716079785
SULT1C2	Tissue enhanced	kidney: 69.0;stomach: 149.5	52.15018701	-2.850442808	0.369289127	-7.718729306	1.17E-14	9.50E-13
ZXDA	Mixed		65.88755513	-0.160038189	0.115801524	-1.382004175	0.166970419	0.331530242
RPS6KL1	Tissue enhanced	cerebral cortex: 31.4	20.53222479	-0.322973649	0.256597295	-1.25867909	0.208146267	0.387046017
RP11-566K11.2	Tissue enhanced	skin: 1.0	2.173783314	-3.525863079	0.99344951	-3.549111499	0.000386533	0.002559305
CACNA1E	Tissue enriched	cerebral cortex: 10.3	0.338623224	-0.440552129	0.983686458	-0.447858284	0.654255477	NA
QRICH1	Expressed in all		535.7116218	-0.039992883	0.048983033	-0.816463994	0.414234809	0.607741327
CSF2RA	Tissue enhanced	placenta: 93.3	68.64768973	-0.734361418	0.214966256	-3.416170669	0.000635084	0.003911875
FKBP1C	Not detected		6.093593437	-0.000380821	0.385950946	-0.000986709	0.99921272	0.999542993
DDX42	Expressed in all		796.9216459	0.009932204	0.064797366	0.15328099	0.878176691	0.938045405
RPL23A	Expressed in all		4533.524006	0.088690162	0.077228643	1.148410214	0.250799259	0.438300053
SLC29A3	Mixed		113.047206	-0.372408309	0.131570096	-2.830493552	0.004647625	0.020767066
STYX	Expressed in all		1129.920492	0.419140951	0.12884527	3.253056569	0.001141708	0.006396698
UBL5	Expressed in all		1491.167495	0.264038613	0.132544259	1.992078843	0.046362408	0.130520188
HELZ	Expressed in all		1122.58431	0.043160875	0.096690972	0.446379574	0.655323085	0.799733187
TMEM116	Tissue enhanced	parathyroid gland: 57.3	122.323779	0.339930607	0.14872581	2.285619464	0.02227653	0.073603121
KRTAP4-5	Not detected		0	NA	NA	NA	NA	NA
UCKL1	Expressed in all		334.374965	0.328859162	0.162542628	2.023217947	0.043050682	0.123242357
OR5B21	Not detected		0.012684373	0.315246649	3.92884572	0.080238999	0.936047173	NA
CARD11	Tissue enhanced	lymph node: 54.4;spleen: 40.2	41.86204314	-0.665801873	0.228499056	-2.913805787	0.00357052	0.016650608
ZNF485	Mixed		14.88542705	0.302659889	0.30763389	0.983831427	0.325198405	0.519849004
PEG3	Tissue enhanced	ovary: 340.4;placenta: 197.8	86.03304716	0.324838915	0.250057851	1.299055055	0.193925036	0.369037224
SDAD1	Expressed in all		427.9723631	-0.160066395	0.078749604	-2.032599366	0.042093016	0.121065446
ZKSCAN8	Expressed in all		89.30747381	-0.298145182	0.182172254	-1.636611369	0.101711699	0.23331269
FAM109A	Expressed in all		43.88211588	0.30314289	0.418869448	0.72371688	0.469239568	0.657807312
TMEM239	Tissue enriched	testis: 38.9	0.735203584	0.968248901	0.897409221	1.07893799	0.280615372	0.472079371
HYLS1	Tissue enriched	testis: 37.5	68.12886624	0.271032455	0.149265917	1.8157692	0.069405784	0.176405777
MYL4	Tissue enriched	heart muscle: 1686.3	1.217644373	-0.647547542	0.777665624	-0.832681196	0.405024552	0.598579661
ZNF442	Mixed		58.65856645	0.325463121	0.210468729	1.546372816	0.122014555	0.266243717
ZNF813	Mixed		65.99327617	-0.337172545	0.154602962	-2.180893179	0.029191318	0.09102513
HOXC4	Tissue enhanced	fallopian tube: 33.9	2.917677803	-1.309155528	0.399826964	-3.274305255	0.001059221	0.006025236
DCAF12L2	Tissue enhanced	epididymis: 28.3;testis: 9.8	0.030058795	0.315242808	3.92884572	0.080238022	0.936047951	NA
PIM3	Expressed in all		574.6241589	0.020734888	0.211139752	0.098204567	0.921769856	0.962436943
ASNA1	Expressed in all		332.4338866	-0.07058448	0.089283216	-0.790568298	0.429195953	0.620584041
ASPH	Expressed in all		1965.765193	-0.015968806	0.13653715	-0.116955761	0.906895111	0.955206059
SPRED2	Expressed in all		448.7463737	-0.027423495	0.084046965	-0.326287751	0.744206655	0.856985573
WWP2	Expressed in all		323.4619967	-0.216202069	0.086996166	-2.485190773	0.012948202	0.047715708
GFPT1	Expressed in all		1813.159176	-0.046810735	0.130795154	-0.357893499	0.720423016	0.841877093
UVRAG	Expressed in all		233.5902957	-0.120053047	0.075886095	-1.582016397	0.113645827	0.252723386
KRTAP13-1	Not detected		0	NA	NA	NA	NA	NA
ZNF26	Mixed		55.1704037	-0.080313246	0.134703259	-0.596223479	0.551025942	0.723148924
TMEM207	Tissue enriched	kidney: 18.7	0.036532551	-0.140783781	3.928458762	-0.035836899	0.971412411	NA
ITSN2	Expressed in all		893.0625056	0.072746066	0.095349813	0.762938733	0.445499935	0.635605529
NTRK1	Tissue enriched	adrenal gland: 9.5	1.539770271	-0.924878676	0.486208	-1.902228422	0.057141299	0.153112847
MGEA5	Expressed in all		1603.907387	-0.145187305	0.086879549	-1.671133266	0.094695358	0.221650357
MT1F	Tissue enhanced	kidney: 285.2;thyroid gland: 817.7	1230.248701	2.238717053	0.369540297	6.058113479	1.38E-09	4.05E-08
TCAF1	Expressed in all		1721.12039	0.002651463	0.119493768	0.022189134	0.982297086	0.991270105
ZNF69	Tissue enhanced	parathyroid gland: 24.9	80.58529285	-0.158101261	0.128825024	-1.227255822	0.219726455	0.401265544
TXNRD1	Expressed in all		1091.342588	-0.448074576	0.146451716	-3.059537897	0.002216787	0.011186395
NRARP	Tissue enhanced	colon: 38.4	78.6467879	-1.206479701	0.240116047	-5.024569221	5.05E-07	7.96E-06
ZNF583	Mixed		54.5410606	0.022776739	0.105606599	0.215675341	0.829240824	0.908396432
KRTAP4-1	Not detected		0	NA	NA	NA	NA	NA
CCT8L2	Tissue enriched	testis: 17.1	0.008148474	0.315246649	3.92884572	0.080238999	0.936047173	NA
ZNF568	Mixed		91.16173217	-0.272471391	0.146349075	-1.861791009	0.062632554	0.163978983
ZXDB	Expressed in all		344.2256647	-0.11857574	0.120212518	-0.98638429	0.323944571	0.518648843
ZNF480	Mixed		70.70801464	-0.226941036	0.154779633	-1.466220269	0.142588288	0.297049985
ZNF587	Mixed		390.3486552	-0.12974158	0.129505958	-1.001819392	0.31643083	0.510824426
TPM2	Tissue enriched	skeletal muscle: 13466.0	128.7799439	-0.628582928	0.268714839	-2.339219263	0.019324089	0.065823007
RTP2	Not detected		0.046624021	0.411420772	3.92884572	0.104717976	0.916599598	NA
SH3BGRL2	Expressed in all		2443.669139	0.160892217	0.134692115	1.194518456	0.232275226	0.416907596
ZNF808	Mixed		122.6098311	-0.480782023	0.151759895	-3.168043978	0.001534683	0.008210373
ANKRD35	Group enriched	"cervix, uterine: 30.8;esophagus: 16.6;skin: 69.8"	0.117188922	0.001995449	3.92721244	0.000508108	0.999594588	NA
B3GNT6	Tissue enhanced	colon: 21.7;rectum: 18.2;stomach: 23.5	0.016381503	0.014200301	3.928629877	0.003614568	0.997115998	NA
YTHDF2	Expressed in all		844.1173117	-0.0001975	0.08768893	-0.002252282	0.998202941	0.999192014
TMA16	Expressed in all		200.7011159	0.023644457	0.081388749	0.290512596	0.771424116	0.874774987
HLA-DRB5	Tissue enhanced	lung: 530.8	673.1938353	-0.602227669	0.344239499	-1.749443833	0.08021433	0.196668503
ATL1	Tissue enhanced	cerebral cortex: 96.9	6.976444672	-0.584956474	0.280880286	-2.082582872	0.037289262	0.110321083
CNGA1	Mixed		665.8904219	0.051079322	0.211653855	0.241334237	0.809296077	0.898003355
MAFK	Expressed in all		291.4675912	-0.623895829	0.200855436	-3.106193396	0.001895127	0.009799627
C1orf228	Tissue enhanced	fallopian tube: 13.5;testis: 21.4	42.09314644	0.572483912	0.221597181	2.583444013	0.009781934	0.038023374
ZNF43	Mixed		22.5399663	-0.7081821	0.291883772	-2.42624691	0.015255887	0.054362879
GPN1	Expressed in all		300.3272328	-0.032334248	0.07616278	-0.424541329	0.671171071	0.809921871
PLN	Tissue enriched	heart muscle: 1461.9	29.5801583	0.114672288	0.382714108	0.299629112	0.764460076	0.870406836
C2CD4A	Mixed		2.809135033	-2.450258863	0.660886999	-3.70753074	0.00020929	0.001514053
ZNF28	Mixed		79.2796679	-0.894072998	0.214629894	-4.165649903	3.10E-05	0.000293789
ITGBL1	Tissue enhanced	gallbladder: 59.8	94.35218767	-3.639588089	0.343312172	-10.60139542	2.94E-26	1.66E-23
ZNF511	Expressed in all		197.3395157	0.973955208	0.150030453	6.491716783	8.49E-11	3.19E-09
ZNF627	Expressed in all		136.9062692	0.004997258	0.098216217	0.050880173	0.959421005	0.980886142
KCNRG	Tissue enriched	fallopian tube: 52.2	9.054653195	0.054401935	0.396803559	0.137100421	0.89095142	0.94569562
WDHD1	Mixed		23.08382232	-0.714808684	0.220118374	-3.247383087	0.001164715	0.006494904
ZNF789	Mixed		85.18276592	0.115376325	0.151500351	0.761558137	0.446323768	0.63629446
CTNND1	Expressed in all		2518.005112	-0.312582408	0.062087966	-5.034508754	4.79E-07	7.60E-06
DDX39B	Expressed in all		1296.217721	0.122499265	0.104851429	1.168312786	0.24268062	0.428871907
SLC34A3	Group enriched	kidney: 11.8;small intestine: 9.1	0.379185403	0.61891155	0.854212329	0.724540643	0.468733885	NA
RD3	Not detected		0.457615528	0.91930728	0.959965836	0.957645831	0.33824138	NA
SPANXC	Tissue enriched	testis: 18.7	0	NA	NA	NA	NA	NA
SH2D1B	Tissue enhanced	spleen: 10.3	15.68300647	0.735808228	0.487482524	1.509404321	0.131195489	0.280330414
ARC	Group enriched	adipose tissue: 14.2;adrenal gland: 13.4;cerebral cortex: 14.4;gallbladder: 3.3;seminal vesicle: 5.5	1.443591328	-1.292083627	0.650256154	-1.987037908	0.046918196	0.131627934
NUDT16	Expressed in all		590.73343	0.312927215	0.129906435	2.408866156	0.016002165	0.056454351
TLK1	Expressed in all		930.4257553	0.106779014	0.09170002	1.164438284	0.24424644	0.43047484
LRBA	Expressed in all		606.8574723	-0.259252144	0.114403141	-2.266127849	0.023443557	0.076565266
C3orf35	Mixed		5.494477074	0.12909828	0.350525507	0.368299247	0.712650114	0.836516211
ZNF536	Tissue enhanced	cerebral cortex: 19.0	0.622726085	1.491763201	0.895143425	1.666507466	0.095612382	0.222958223
MMP17	Tissue enhanced	cerebral cortex: 24.0	6.353002671	0.136009504	0.354354218	0.383823578	0.701109211	0.829265019
OR2M2	Not detected		0	NA	NA	NA	NA	NA
BAZ1A	Expressed in all		512.7411196	0.131318415	0.145971396	0.899617453	0.368323866	0.563297827
AKR1C4	Tissue enriched	liver: 360.3	4028.492514	0.321802892	0.119632882	2.689920091	0.007146913	0.029464741
COPS8	Expressed in all		169.3571912	-0.345441565	0.18582504	-1.858961333	0.063032619	0.164801071
CCDC69	Expressed in all		589.9209467	0.43157105	0.170974796	2.524179354	0.011596875	0.043667421
MDM4	Expressed in all		625.4680559	0.206509123	0.129744157	1.59166415	0.111460188	0.249265874
RYR2	Tissue enriched	heart muscle: 65.9	1.89348013	-0.5272154	0.815458711	-0.646526174	0.517938652	0.696883783
ZNF534	Tissue enhanced	testis: 2.4	1.017020715	-0.94167145	0.532177985	-1.769467126	0.076815952	0.190570012
KLHL9	Expressed in all		393.021436	-0.156424429	0.095860061	-1.631799804	0.102721667	0.234878459
FAM3D	Tissue enhanced	colon: 318.5;rectum: 484.7	2.570244826	0.682292291	0.958927799	0.711515811	0.476764656	0.663267948
NCOA6	Expressed in all		161.9095968	-0.29433592	0.229649785	-1.281672957	0.199957395	0.376658301
STK39	Mixed		59.57333663	-1.530325982	0.191331722	-7.998286793	1.26E-15	1.19E-13
TAT	Tissue enriched	liver: 619.8	24599.86511	-0.157093932	0.206514055	-0.760693657	0.446840064	0.636842006
C6orf89	Expressed in all		444.1411409	-0.122532074	0.081433566	-1.50468756	0.132404423	0.28188063
CALM1	Expressed in all		5156.937173	0.336752175	0.06375234	5.282193155	1.28E-07	2.32E-06
LPA	Tissue enriched	liver: 41.5	2109.350515	0.871227948	0.200000196	4.356135468	1.32E-05	0.000140546
FAM19A2	Tissue enhanced	cerebral cortex: 26.3	16.160526	0.252681832	0.18402497	1.373084492	0.169726081	0.335609766
OR10G6	Not detected		0	NA	NA	NA	NA	NA
TTC37	Expressed in all		1031.417781	-0.067909921	0.104194435	-0.651761495	0.514555045	0.694244918
TUSC1	Expressed in all		175.9985212	0.211313509	0.117580031	1.797188748	0.07230566	0.182060544
MAGEA1	Tissue enriched	testis: 7.3	0	NA	NA	NA	NA	NA
PAPSS2	Expressed in all		654.9204636	-0.106983096	0.235288487	-0.454689038	0.649332969	0.795543143
SLC9A6	Tissue enhanced	cerebral cortex: 67.9	217.3783567	-0.077418528	0.095251027	-0.812784172	0.416341812	0.609575151
FAN1	Expressed in all		343.346192	0.348024416	0.125704828	2.768584325	0.005630041	0.024238779
ABCA4	Tissue enhanced	epididymis: 9.9	5.772500861	-0.951526517	0.401104403	-2.372266447	0.017679336	0.061353927
EIF1AY	Mixed		183.2552516	-1.427510254	0.955593283	-1.493847099	0.135215588	0.28626651
MT-ND6	Expressed in all		50977.45139	0.616940932	0.294285249	2.096404538	0.03604632	0.10728133
IPO9	Expressed in all		694.767374	0.105548144	0.057839764	1.824837036	0.068025625	0.173927885
GPX6	Tissue enriched	epididymis: 4.0	0.009759126	0.41142617	3.92884572	0.10471935	0.916598507	NA
CEP290	Mixed		188.4919285	-0.285467299	0.147888069	-1.930292972	0.053570547	0.145310728
MT-CO2	Expressed in all		193467.6079	0.610069331	0.236384467	2.580835106	0.009856165	0.03824026
GLMP	Expressed in all		599.3695351	0.08036017	0.137187944	0.585766993	0.558032107	0.728857144
TOGARAM1	Expressed in all		197.6212818	-0.373031573	0.19586422	-1.904541695	0.056839672	0.152403054
DLL1	Mixed		86.44580647	-0.399638292	0.154421375	-2.587972621	0.009654265	0.037626997
ANKRD13B	Tissue enhanced	cerebral cortex: 25.9	10.04049399	-0.19740899	0.285816197	-0.690685105	0.489763452	0.673201634
ECI2	Expressed in all		2932.266407	0.476392728	0.11516196	4.136719509	3.52E-05	0.000329326
UNC13B	Mixed		577.3007492	-0.078175405	0.098796185	-0.791279599	0.428780851	0.620163929
C19orf45	Tissue enriched	testis: 16.7	0.034519418	0.411422161	3.92884572	0.10471833	0.916599317	NA
MT-CYB	Expressed in all		186296.7294	0.589164037	0.246010915	2.394869502	0.016626282	0.058194323
LDB1	Expressed in all		242.9423825	-0.400421461	0.104184226	-3.84339814	0.000121342	0.000962887
